Adresse;StimmArt;Bezirk;Bezirksname;WBezArt;Wahlbezirk;Briefwahlbezirk;AghWkr;BunWkr;OstWest;Datum;Zeit;WberIns;WberA1;WberA1p;WberA2;WberA2p;WberA3;WberA3p;Waehler;Waehlerp;Wahlsch;Wahlschp;Gueltig;Gueltigp;Unguelt;Ungueltp;P01;P01p;P02;P02p;P03;P03p;P04;P04p;P05;P05p;P06;P06p;P07;P07p;P08;P08p;P09;P09p;P10;P10p;P11;P11p;P12;P12p;P13;P13p;P14;P14p;P15;P15p;P16;P16p;P17;P17p;P18;P18p;P19;P19p;P20;P20p;P21;P21p;P22;P22p;P23;P23p;P24;P24p;P25;P25p;P26;P26p;P27;P27p;P28;P28p;P29;P29p;P30;P30p;P31;P31p;P32;P32p;P33;P33p;P34;P34p;P35;P35p;P36;P36p;P37;P37p;P38;P38p;P39;P39p;P40;P40p;P41;P41p;P42;P42p;P43;P43p;P44;P44p;P45;P45p;P46;P46p;P47;P47p;P48;P48p;P49;P49p;P50;P50p;P51;P51p;P52;P52p;P53;P53p;P54;P54p;P55;P55p;P56;P56p;P57;P57p;P58;P58p;P59;P59p;P60;P60p;aufn
01W100;2;01;Mitte;W;100;011A;01;75;W;23.02.12;20:14:54;1650;1071;64,9;579;35,1;0;0,0;432;26,2;0;0,0;428;99,3;3;0,7;68;15,9;102;23,8;112;26,2;28;6,5;23;5,4;40;9,3;9;2,1;8;1,9;3;0,7;0;0,0;0;0,0;2;0,5;1;0,2;1;0,2;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;3;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;2;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;10;2,3;12;2,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W101;2;01;Mitte;W;101;011B;01;75;O;23.02.12;21:29:39;960;556;57,9;404;42,1;0;0,0;331;34,5;0;0,0;330;99,7;1;0,3;57;17,3;71;21,5;105;31,8;26;7,9;8;2,4;30;9,1;12;3,6;4;1,2;1;0,3;1;0,3;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;1;0,3;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;10;3,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W102;2;01;Mitte;W;102;011B;01;75;O;23.02.12;19:35:26;1240;755;60,9;485;39,1;0;0,0;385;31,0;0;0,0;382;99,2;3;0,8;56;14,7;82;21,5;91;23,8;58;15,2;26;6,8;34;8,9;2;0,5;12;3,1;1;0,3;1;0,3;2;0,5;1;0,3;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;4;1,0;0;0,0;0;0,0;2;0,5;2;0,5;0;0,0;2;0,5;1;0,3;1;0,3;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W103;2;01;Mitte;W;103;011C;01;75;O;23.02.12;19:04:06;1011;593;58,7;418;41,3;0;0,0;276;27,3;0;0,0;276;100,0;0;0,0;42;15,2;58;21,0;79;28,6;28;10,1;11;4,0;34;12,3;2;0,7;4;1,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;4;1,4;1;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;12;4,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W104;2;01;Mitte;W;104;011D;01;75;O;23.02.12;19:56:05;1257;787;62,6;470;37,4;0;0,0;512;40,7;0;0,0;511;99,6;2;0,4;97;19,0;105;20,5;150;29,4;54;10,6;15;2,9;45;8,8;2;0,4;8;1,6;1;0,2;1;0,2;0;0,0;1;0,2;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;3;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;1;0,2;0;0,0;0;0,0;1;0,2;2;0,4;19;3,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W105;2;01;Mitte;W;105;011D;01;75;O;23.02.12;19:43:04;997;668;67,0;329;33,0;0;0,0;387;38,8;0;0,0;383;99,5;2;0,5;78;20,4;80;20,9;100;26,1;46;12,0;24;6,3;27;7,0;4;1,0;6;1,6;3;0,8;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;7;1,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W106;2;01;Mitte;W;106;011E;01;75;O;23.02.12;20:15:50;1437;883;61,4;554;38,6;0;0,0;576;40,1;0;0,0;576;100,0;0;0,0;84;14,6;141;24,5;151;26,2;76;13,2;22;3,8;69;12,0;5;0,9;4;0,7;3;0,5;0;0,0;0;0,0;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;6;1,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;2;0,3;0;0,0;3;0,5;7;1,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W107;2;01;Mitte;W;107;011F;01;75;O;23.02.12;19:10:05;1084;754;69,6;330;30,4;0;0,0;437;40,3;0;0,0;430;99,1;4;0,9;52;12,1;92;21,4;128;29,8;64;14,9;26;6,0;37;8,6;1;0,2;3;0,7;2;0,5;1;0,2;0;0,0;1;0,2;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;4;0,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;14;3,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W108;2;01;Mitte;W;108;011E;01;75;O;23.02.12;20:06:25;1052;667;63,4;385;36,6;0;0,0;363;34,5;0;0,0;359;98,9;4;1,1;61;17,0;100;27,9;69;19,2;48;13,4;15;4,2;30;8,4;3;0,8;4;1,1;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;5;1,4;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,6;0;0,0;1;0,3;0;0,0;1;0,3;16;4,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W109;2;01;Mitte;W;109;011G;01;75;W;23.02.12;19:15:57;1080;779;72,1;301;27,9;0;0,0;307;28,4;0;0,0;306;99,7;1;0,3;69;22,5;93;30,4;39;12,7;35;11,4;37;12,1;9;2,9;4;1,3;5;1,6;2;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,7;0;0,0;0;0,0;0;0,0;2;0,7;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;1;0,3;1;0,3;0;0,0;2;0,7;0;0,0;1;0,3;3;1,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W110;2;01;Mitte;W;110;011G;01;75;W;23.02.12;21:08:41;1245;776;62,3;469;37,7;0;0,0;542;43,5;0;0,0;542;99,8;1;0,2;74;13,7;101;18,6;196;36,2;73;13,5;19;3,5;33;6,1;8;1,5;10;1,8;0;0,0;0;0,0;1;0,2;1;0,2;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,4;1;0,2;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;3;0,6;0;0,0;2;0,4;1;0,2;2;0,4;12;2,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W111;2;01;Mitte;W;111;011H;01;75;O;23.02.12;19:57:29;1032;677;65,6;355;34,4;0;0,0;417;40,4;0;0,0;417;99,8;1;0,2;67;16,1;58;13,9;155;37,2;63;15,1;13;3,1;25;6,0;4;1,0;10;2,4;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,7;1;0,2;0;0,0;5;1,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;1;0,2;0;0,0;0;0,0;0;0,0;1;0,2;9;2,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W112;2;01;Mitte;W;112;011F;01;75;O;23.02.12;20:45:30;1151;779;67,7;372;32,3;0;0,0;499;43,4;0;0,0;493;99,2;4;0,8;71;14,4;74;15,0;150;30,4;87;17,6;28;5,7;30;6,1;13;2,6;5;1,0;0;0,0;1;0,2;0;0,0;1;0,2;0;0,0;7;1,4;0;0,0;0;0,0;0;0,0;2;0,4;0;0,0;0;0,0;3;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;1;0,2;0;0,0;1;0,2;1;0,2;1;0,2;16;3,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W113;2;01;Mitte;W;113;011I;01;75;O;23.02.12;20:37:49;1456;977;67,1;479;32,9;0;0,0;638;43,8;0;0,0;641;100,0;0;0,0;116;18,1;97;15,1;214;33,4;100;15,6;25;3,9;34;5,3;14;2,2;5;0,8;1;0,2;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;9;1,4;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;1;0,2;4;0,6;0;0,0;0;0,0;0;0,0;1;0,2;16;2,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W114;2;01;Mitte;W;114;011H;01;75;O;23.02.12;20:11:24;1427;957;67,1;470;32,9;0;0,0;547;38,3;0;0,0;544;99,5;3;0,5;78;14,3;77;14,2;181;33,3;95;17,5;20;3,7;34;6,3;18;3,3;9;1,7;2;0,4;0;0,0;1;0,2;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;3;0,6;0;0,0;7;1,3;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;1;0,2;2;0,4;0;0,0;0;0,0;4;0,7;2;0,4;7;1,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W115;2;01;Mitte;W;115;011J;01;75;O;23.02.12;19:21:16;860;634;73,7;226;26,3;0;0,0;360;41,9;0;0,0;360;100,0;0;0,0;53;14,7;73;20,3;72;20,0;55;15,3;39;10,8;26;7,2;5;1,4;5;1,4;0;0,0;3;0,8;0;0,0;2;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,8;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;2;0,6;0;0,0;0;0,0;2;0,6;3;0,8;0;0,0;3;0,8;3;0,8;1;0,3;9;2,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W116;2;01;Mitte;W;116;011J;01;75;O;23.02.12;19:41:04;704;478;67,9;226;32,1;0;0,0;286;40,6;0;0,0;285;99,7;1;0,3;41;14,4;58;20,4;76;26,7;45;15,8;24;8,4;22;7,7;1;0,4;2;0,7;0;0,0;1;0,4;0;0,0;0;0,0;0;0,0;1;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,7;0;0,0;0;0,0;0;0,0;2;0,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,4;0;0,0;0;0,0;1;0,4;0;0,0;0;0,0;8;2,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W117;2;01;Mitte;W;117;011I;01;75;O;23.02.12;20:07:14;1319;867;65,7;452;34,3;0;0,0;552;41,8;0;0,0;551;99,8;1;0,2;71;12,9;78;14,2;212;38,5;98;17,8;22;4,0;29;5,3;10;1,8;5;0,9;2;0,4;0;0,0;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;3;0,5;0;0,0;0;0,0;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;3;0,5;0;0,0;1;0,2;1;0,2;1;0,2;10;1,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W118;2;01;Mitte;W;118;011K;01;75;O;23.02.12;19:27:33;1323;844;63,8;479;36,2;0;0,0;533;40,3;0;0,0;530;99,3;4;0,7;80;15,1;86;16,2;180;34,0;94;17,7;10;1,9;31;5,8;8;1,5;4;0,8;1;0,2;1;0,2;0;0,0;1;0,2;0;0,0;2;0,4;0;0,0;0;0,0;0;0,0;2;0,4;1;0,2;0;0,0;4;0,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,4;2;0,4;0;0,0;1;0,2;2;0,4;0;0,0;18;3,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W119;2;01;Mitte;W;119;011L;01;75;O;23.02.12;19:37:46;909;579;63,7;330;36,3;0;0,0;352;38,7;0;0,0;347;98,6;5;1,4;45;13,0;62;17,9;113;32,6;63;18,2;14;4,0;18;5,2;3;0,9;2;0,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;3;0,9;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;3;0,9;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;1;0,3;16;4,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W120;2;01;Mitte;W;120;011K;01;75;O;23.02.12;20:42:46;1011;677;67,0;334;33,0;0;0,0;406;40,2;0;0,0;401;98,8;5;1,2;49;12,2;55;13,7;135;33,7;60;15,0;36;9,0;24;6,0;9;2,2;6;1,5;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;3;0,7;1;0,2;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;4;1,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;1;0,2;0;0,0;1;0,2;11;2,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W121;2;01;Mitte;W;121;011L;01;75;O;23.02.12;19:31:49;1011;662;65,5;349;34,5;0;0,0;404;40,0;0;0,0;403;99,8;1;0,2;63;15,6;56;13,9;145;36,0;59;14,6;16;4,0;22;5,5;5;1,2;3;0,7;1;0,2;1;0,2;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;15;3,7;1;0,2;0;0,0;11;2,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W122;2;01;Mitte;W;122;011M;01;75;O;23.02.12;20:06:58;1108;718;64,8;390;35,2;0;0,0;440;39,7;0;0,0;440;100,0;0;0,0;61;13,9;80;18,2;139;31,6;86;19,5;11;2,5;37;8,4;7;1,6;4;0,9;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;8;1,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W123;2;01;Mitte;W;123;011M;01;75;O;23.02.12;22:21:23;920;623;67,7;297;32,3;0;0,0;385;41,8;0;0,0;384;99,7;1;0,3;51;13,3;69;18,0;128;33,3;57;14,8;6;1,6;36;9,4;8;2,1;8;2,1;1;0,3;0;0,0;0;0,0;1;0,3;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;4;1,0;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,3;0;0,0;10;2,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W124;2;01;Mitte;W;124;011A;01;75;W;23.02.12;19:38:07;1265;944;74,6;321;25,4;0;0,0;373;29,5;0;0,0;369;99,5;2;0,5;60;16,3;81;22,0;101;27,4;43;11,7;29;7,9;25;6,8;2;0,5;3;0,8;1;0,3;0;0,0;1;0,3;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;2;0,5;0;0,0;0;0,0;1;0,3;2;0,5;0;0,0;0;0,0;1;0,3;5;1,4;10;2,7;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01W125;2;01;Mitte;W;125;011C;01;75;O;23.02.12;20:05:56;1466;920;62,8;546;37,2;0;0,0;477;32,5;0;0,0;477;99,8;1;0,2;89;18,7;87;18,2;126;26,4;67;14,0;30;6,3;30;6,3;8;1,7;9;1,9;2;0,4;0;0,0;0;0,0;0;0,0;1;0,2;5;1,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,2;0;0,0;3;0,6;0;0,0;0;0,0;0;0,0;3;0,6;0;0,0;0;0,0;1;0,2;0;0,0;0;0,0;0;0,0;5;1,0;0;0,0;1;0,2;0;0,0;2;0,4;7;1,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01B1A;2;01;Mitte;B;1A;011A;01;75;W;23.02.12;21:31:22;0;0;0,0;0;0,0;0;0,0;791;0,0;791;100,0;787;99,7;2;0,3;103;13,1;216;27,4;211;26,8;48;6,1;27;3,4;96;12,2;14;1,8;13;1,7;3;0,4;1;0,1;1;0,1;0;0,0;0;0,0;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;1;0,1;0;0,0;3;0,4;0;0,0;0;0,0;0;0,0;3;0,4;0;0,0;0;0,0;1;0,1;0;0,0;0;0,0;1;0,1;2;0,3;0;0,0;1;0,1;2;0,3;11;1,4;28;3,6;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01B1B;2;01;Mitte;B;1B;011B;01;75;O;23.02.12;23:23:00;0;0;0,0;0;0,0;0;0,0;817;0,0;817;100,0;804;99,8;2;0,2;135;16,8;232;28,9;231;28,7;55;6,8;28;3,5;82;10,2;7;0,9;4;0,5;2;0,2;0;0,0;0;0,0;1;0,1;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;1;0,1;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;1;0,1;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;4;0,5;0;0,0;2;0,2;1;0,1;4;0,5;12;1,5;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01B1C;2;01;Mitte;B;1C;011C;01;75;O;23.02.12;22:32:22;0;0;0,0;0;0,0;0;0,0;842;0,0;842;100,0;836;99,6;3;0,4;107;12,8;189;22,6;264;31,6;73;8,7;24;2,9;101;12,1;10;1,2;15;1,8;3;0,4;0;0,0;0;0,0;3;0,4;0;0,0;2;0,2;1;0,1;0;0,0;0;0,0;1;0,1;0;0,0;0;0,0;5;0,6;1;0,1;0;0,0;0;0,0;1;0,1;0;0,0;0;0,0;2;0,2;0;0,0;0;0,0;4;0,5;3;0,4;0;0,0;0;0,0;1;0,1;1;0,1;25;3,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
01B1D;2;01;Mitte;B;1D;011D;01;75;O;23.02.12;20:39:01;0;0;0,0;0;0,0;0;0,0;711;0,0;711;100,0;708;99,9;1;0,1;108;15,3;160;22,6;208;29,4;96;13,6;15;2,1;67;9,5;13;1,8;5;0,7;1;0,1;0;0,0;0;0,0;3;0,4;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;1;0,1;0;0,0;0;0,0;2;0,3;0;0,0;0;0,0;0;0,0;1;0,1;0;0,0;0;0,0;1;0,1;0;0,0;0;0,0;1;0,1;3;0,4;0;0,0;1;0,1;1;0,1;1;0,1;20;2,8;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;0;0,0;
